,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Total_Amount_Spent
896,1956,Graduation,Together,64090.0,0,1,1,6,9,4,5,0,0,0,0,0,1,797
897,1958,Graduation,Divorced,78331.0,0,1,2,10,6,7,4,0,0,0,0,0,0,1638
898,1974,PhD,Married,37087.0,1,0,3,4,2,8,6,0,0,0,0,0,0,401
899,1986,Graduation,Divorced,21846.0,1,0,4,4,0,3,8,0,0,0,0,0,0,84
900,1958,Graduation,Married,81320.0,0,0,1,4,3,10,2,0,0,0,0,0,0,928
901,1970,Graduation,Divorced,54137.0,0,1,2,4,1,4,6,0,0,0,0,0,0,203
902,1967,Graduation,Together,66825.0,0,0,1,4,5,6,2,0,0,0,0,0,0,858
903,1973,Graduation,Together,57100.0,0,0,1,3,3,6,3,0,0,0,0,0,0,409
904,1969,Graduation,Together,58917.0,1,2,5,4,1,6,5,0,0,0,0,0,0,282
905,1977,Graduation,Single,85072.0,0,0,1,3,4,10,0,0,0,0,0,0,0,1423
906,1961,Graduation,Single,86429.0,0,0,0,7,4,7,2,0,0,0,1,0,1,1449
907,1971,Graduation,Widow,45684.0,1,0,1,1,0,2,7,0,0,0,0,0,0,28
908,1974,Graduation,Together,47889.0,1,0,1,2,0,3,5,0,0,0,0,0,0,67
909,1986,PhD,Married,45921.0,0,0,1,2,1,6,4,0,0,0,0,0,0,199
910,1966,PhD,Single,78420.0,0,0,1,3,10,8,1,0,0,0,0,0,0,1453
911,1992,Graduation,Together,75114.0,0,0,1,3,10,5,2,0,0,0,0,0,0,1253
912,1963,PhD,Widow,52278.0,0,1,6,10,5,10,8,0,0,0,0,0,1,1198
913,1972,Master,Married,35641.0,1,0,2,3,1,4,7,0,0,0,0,0,1,178
914,1994,Graduation,Single,95529.0,0,0,1,7,3,7,3,0,0,1,0,0,1,1990
915,1954,Graduation,Married,62820.0,0,0,1,3,4,6,1,0,0,0,0,0,0,976
916,1960,Master,Together,73113.0,0,0,1,3,4,7,2,0,0,0,0,0,0,1001
917,1982,PhD,Married,84169.0,0,0,1,7,6,6,3,0,1,1,0,0,1,1919
918,1954,2n Cycle,Single,42607.0,0,1,2,3,2,7,3,0,0,0,0,0,0,350
919,1954,PhD,Single,74637.0,0,0,1,6,9,9,3,0,0,0,1,0,0,1650
920,1955,PhD,Together,46015.0,1,1,1,1,0,3,7,1,0,0,0,1,0,46
921,1993,Graduation,Single,72354.0,0,0,1,2,10,6,1,0,0,0,0,0,0,1228
922,1969,Master,Single,39858.0,1,0,1,2,0,4,6,0,0,0,0,0,1,95
923,1948,PhD,Married,34469.0,1,1,3,1,1,4,4,0,0,0,0,0,0,62
924,1986,Graduation,Together,83033.0,1,0,1,11,4,10,5,0,0,0,1,0,0,1761
925,1979,Master,Together,24401.0,0,0,3,6,1,6,8,0,0,0,0,0,0,467
926,1978,Graduation,Married,77583.0,0,0,1,4,5,9,2,0,0,0,1,0,0,1149
927,1982,2n Cycle,Single,74116.0,0,0,1,4,4,10,2,0,1,0,0,0,0,2052
928,1993,Graduation,Single,74293.0,0,0,1,5,4,6,2,0,0,0,0,0,0,1127
929,1976,PhD,Married,68397.0,0,1,1,6,9,5,3,0,0,0,0,0,0,1416
930,1974,PhD,Together,79632.0,0,0,1,6,4,9,2,0,0,0,0,0,0,1113
931,1989,Graduation,Single,46107.0,1,0,1,1,1,4,3,0,0,0,0,0,0,125
932,1951,PhD,Single,64950.0,0,1,2,11,2,10,7,0,1,0,0,0,0,966
933,1989,Basic,Married,25443.0,1,0,1,1,0,3,8,0,0,0,0,0,0,32
934,1952,Graduation,Single,75127.0,0,0,1,2,11,5,1,0,0,0,0,0,0,833
935,1971,PhD,Together,32892.0,1,0,2,3,0,3,8,0,0,0,0,0,0,46
936,1971,Graduation,Together,71796.0,0,0,1,9,3,4,4,0,0,0,0,0,0,960
937,1970,PhD,Married,67536.0,0,1,3,11,5,11,8,0,0,0,1,0,0,1829
938,1971,Graduation,Single,55239.0,0,1,3,7,5,11,5,0,0,0,0,0,0,779
939,1975,PhD,Divorced,60554.0,1,0,2,8,4,9,6,0,0,0,0,0,0,811
940,1952,2n Cycle,Single,64831.0,1,1,8,6,3,5,6,0,0,0,0,0,0,1120
941,1962,PhD,Together,56067.0,0,1,2,7,4,7,5,0,0,0,0,0,0,725
942,1983,Graduation,Divorced,82025.0,0,0,1,3,2,6,1,0,0,1,0,0,1,1187
943,1953,Graduation,Together,94384.0,0,0,0,5,8,5,2,0,1,1,1,0,1,2302
944,1986,Basic,Single,14906.0,0,0,3,2,1,3,7,0,0,0,0,0,0,66
945,1987,PhD,Married,51563.0,0,0,1,4,4,10,8,0,1,1,0,0,0,1250
946,1982,2n Cycle,Married,57937.0,0,1,3,4,4,9,3,0,0,0,0,0,0,683
947,1979,Graduation,Divorced,68274.0,1,1,2,4,2,5,3,0,0,0,0,0,0,305
948,1977,Graduation,Together,39771.0,1,0,1,2,0,3,4,0,0,0,0,0,0,50
949,1975,2n Cycle,Divorced,67893.0,0,1,2,3,2,9,8,0,0,0,0,0,0,995
950,1979,PhD,Together,27922.0,1,0,1,2,0,3,4,0,0,0,0,0,0,41
951,1976,PhD,Together,52190.0,1,1,3,2,1,3,5,1,0,0,0,0,0,77
952,1973,Master,Divorced,44051.0,1,1,4,3,1,4,6,0,0,0,0,0,1,171
953,1971,PhD,Single,42767.0,2,0,1,3,1,2,8,0,0,0,0,0,0,131
954,1976,Master,Together,46106.0,1,1,1,1,1,2,6,0,0,0,0,0,0,54
955,1976,PhD,Married,16927.0,1,1,5,3,0,4,8,0,0,0,0,0,0,53
956,1965,Graduation,Married,59754.0,0,1,3,5,2,6,5,0,0,0,0,0,1,475
957,1952,Graduation,Single,53700.0,0,1,4,5,5,8,5,0,0,0,0,0,0,694
958,1973,Graduation,Married,59041.0,1,1,2,2,0,4,5,0,0,0,0,0,0,96
959,1957,PhD,Divorced,54237.0,0,1,4,5,2,5,6,0,0,0,0,0,0,361
960,1967,Graduation,Divorced,70647.0,0,1,2,4,7,13,2,0,0,0,0,0,0,1079
961,1962,PhD,Single,52597.0,0,1,3,6,3,8,5,0,0,0,0,0,0,578
962,1969,Master,Together,41021.0,1,0,2,2,0,3,6,0,0,0,0,0,1,64
963,1975,PhD,Married,40233.0,0,1,5,2,1,5,6,0,0,0,0,0,0,149
964,1980,Graduation,Married,50183.0,1,1,7,3,1,6,5,0,0,0,0,0,0,231
965,1959,Graduation,Together,54753.0,0,1,3,5,2,11,4,0,0,0,0,0,0,728
966,1973,Graduation,Married,92955.0,0,0,1,6,7,9,2,0,0,1,1,0,1,1778
967,1973,Graduation,Married,33471.0,1,0,3,3,0,4,7,0,0,0,0,0,0,93
968,1974,PhD,Married,34596.0,1,0,1,1,0,2,8,0,0,0,0,0,1,23
969,1980,Graduation,Together,44010.0,1,0,6,10,2,6,9,0,0,0,0,0,0,662
970,1988,Graduation,Married,84219.0,0,0,1,3,4,10,1,0,0,0,0,0,0,1198
971,1968,PhD,Together,40706.0,2,1,4,3,0,4,7,0,0,0,0,0,0,81
972,1988,2n Cycle,Married,15716.0,1,0,3,3,0,4,8,0,0,0,0,0,0,92
973,1959,2n Cycle,Divorced,59052.0,0,1,3,7,1,7,5,0,0,0,0,0,0,491
974,1971,Master,Together,80573.0,0,0,1,4,6,13,2,0,0,0,0,0,0,1564
975,1962,Graduation,Married,83715.0,0,0,1,2,8,13,0,0,0,0,0,0,0,926
976,1959,Master,Together,82576.0,0,0,1,2,4,12,1,0,0,1,0,0,0,1910
977,1965,Master,Married,56962.0,2,1,7,6,3,5,7,0,0,0,0,0,0,411
978,1952,Graduation,Married,35704.0,1,1,3,2,0,4,4,0,0,0,0,0,0,94
979,1954,Graduation,Together,53103.0,0,1,5,10,6,7,7,1,0,0,0,0,0,1085
980,1960,2n Cycle,Widow,46779.0,1,1,1,0,1,2,4,0,0,0,0,0,0,23
981,1965,Graduation,Divorced,4861.0,0,0,0,0,0,0,14,0,0,0,0,0,0,6
982,1979,Master,Divorced,33462.0,1,0,1,2,0,3,7,0,0,0,0,0,0,54
983,1978,Graduation,Divorced,63693.0,0,1,3,11,6,9,6,0,0,0,0,0,0,1150
984,1950,Graduation,Married,80763.0,0,0,1,5,11,6,3,0,0,1,1,0,1,1415
985,1974,PhD,Married,65352.0,0,1,2,4,2,8,4,0,0,0,0,0,0,405
986,1978,PhD,Married,82170.0,0,0,1,5,6,7,2,0,0,0,0,0,0,1908
987,1969,Graduation,Married,75759.0,0,0,1,9,7,9,5,1,0,1,1,0,1,2486
988,1976,2n Cycle,Single,79689.0,0,0,1,4,9,13,2,0,0,0,0,0,0,1315
989,1956,PhD,Widow,35340.0,1,1,2,2,0,3,5,0,0,0,0,0,0,45
990,1954,Graduation,Divorced,85683.0,0,0,1,2,4,10,1,0,1,1,1,1,1,1789
991,1972,2n Cycle,Married,24884.0,1,0,1,0,0,3,7,0,0,0,0,0,0,19
992,1981,Master,Together,42021.0,1,0,5,10,1,6,9,1,0,0,0,0,0,573
993,1989,Graduation,Single,64449.0,1,0,4,5,3,12,4,0,0,0,0,0,0,805
994,1954,Graduation,Divorced,64587.0,1,1,2,1,1,4,3,0,0,0,0,0,0,108
995,1995,Graduation,Single,34824.0,0,0,1,1,0,2,6,0,0,0,0,0,0,23
996,1978,Graduation,Together,75437.0,0,0,1,8,4,10,6,0,0,0,1,0,0,1493
997,1957,Graduation,Together,26091.0,1,1,3,2,1,3,5,0,0,0,0,0,0,89
998,1973,Graduation,Married,52845.0,1,0,3,8,8,6,6,1,0,0,0,0,0,936
999,1956,Graduation,Divorced,46086.0,0,1,4,3,1,8,4,0,0,0,0,0,0,343
1000,1956,PhD,Widow,78028.0,0,1,1,6,4,9,7,0,1,1,0,0,1,528
1001,1987,PhD,Single,95169.0,0,0,1,4,3,4,1,0,0,1,1,0,1,1901
1002,1981,2n Cycle,Married,56337.0,1,1,5,8,5,4,8,1,0,0,1,0,1,724
1003,1987,Graduation,Together,22434.0,1,0,2,2,0,3,8,0,0,0,0,0,0,58
1004,1954,PhD,Married,36930.0,0,1,5,5,2,4,8,0,0,0,0,0,0,297
1005,1954,Graduation,Single,36130.0,0,1,6,3,8,4,4,1,0,0,0,0,1,488
1006,1953,Master,Married,65569.0,0,1,2,6,5,10,3,0,0,0,0,0,0,859
1007,1952,Graduation,Together,83844.0,0,0,1,4,4,11,1,0,0,1,0,0,0,1574
1008,1968,Graduation,Married,19514.0,1,1,4,3,1,2,8,1,0,0,0,0,0,69
1009,1963,PhD,Single,36736.0,1,1,1,1,0,2,6,0,0,0,0,0,0,17
1010,1979,Graduation,Together,77568.0,0,1,1,10,2,8,5,0,1,1,1,0,0,2194
1011,1976,PhD,Together,49187.0,0,1,1,1,1,5,2,0,0,0,0,0,0,116
1012,1978,Graduation,Single,30168.0,1,0,7,6,1,4,9,0,0,0,0,0,0,279
1013,1968,Master,Together,34053.0,0,1,1,3,0,3,8,0,0,0,0,0,0,103
1014,1971,Master,Married,38196.0,1,1,3,2,0,4,5,0,0,0,0,0,0,44
1015,1951,Master,Married,59412.0,0,0,1,4,2,8,3,0,0,0,0,0,0,406
1016,1965,2n Cycle,Married,70924.0,0,0,1,6,6,7,3,0,0,1,0,0,0,1363
1017,1969,Graduation,Together,54165.0,0,0,1,2,1,7,2,0,0,0,0,0,0,236
1018,1973,Graduation,Married,32300.0,1,0,1,1,0,3,8,0,0,0,0,0,0,39
1019,1976,Graduation,Single,20180.0,0,0,1,2,1,4,7,0,0,0,0,0,0,137
1020,1973,Graduation,Married,34961.0,1,0,3,3,1,3,7,0,0,0,0,0,0,79
1021,1974,PhD,Together,28440.0,1,0,1,2,0,3,8,0,0,0,0,0,0,63
1022,1953,PhD,Together,64504.0,1,2,7,11,3,4,7,0,0,0,0,0,1,1314
1023,1966,Master,Together,33564.0,0,1,1,1,1,3,5,0,0,0,0,0,0,71
1024,1978,Graduation,Married,17345.0,1,0,2,2,1,2,8,0,0,0,0,0,0,58
1025,1967,PhD,Married,56320.0,0,1,3,5,4,9,4,0,0,0,0,0,0,702
1026,1978,Graduation,Single,28647.0,1,0,1,2,2,2,7,1,0,0,0,0,1,94
1027,1987,Basic,Single,15038.0,1,0,2,2,1,2,9,0,0,0,0,0,0,80
1028,1958,PhD,Divorced,32173.0,0,1,1,1,0,3,4,0,0,0,0,0,0,22
1029,1964,2n Cycle,Together,68316.0,0,1,5,10,7,10,6,0,0,0,0,0,0,1211
1030,1971,Graduation,Together,74538.0,0,0,1,8,8,5,3,0,0,1,0,0,1,1461
1031,1971,Graduation,Single,91700.0,0,0,1,8,6,5,3,0,0,0,0,0,1,1968
1032,1969,Graduation,Together,68695.0,0,0,1,4,4,7,2,0,0,0,0,0,0,1091
1033,1977,2n Cycle,Married,31056.0,1,0,1,1,0,3,8,0,0,0,0,0,0,55
1034,1973,Graduation,Married,79593.0,0,0,1,5,6,7,2,0,0,1,0,0,0,1366
1035,1980,Graduation,Single,28071.0,0,0,2,5,1,5,8,0,0,0,0,0,0,313
1036,1958,PhD,Together,37334.0,1,1,4,3,0,4,4,0,0,0,0,0,0,62
1037,1972,Master,Single,46423.0,1,1,3,2,0,4,7,0,0,0,0,0,0,92
1038,1971,PhD,Married,37126.0,1,0,1,1,2,2,6,1,0,0,0,0,1,72
1039,1953,Graduation,Married,47703.0,0,1,4,6,3,8,5,0,0,0,0,0,0,655
1040,1959,Graduation,Married,61180.0,0,1,2,5,5,6,3,1,0,0,0,0,0,704
1041,1954,Graduation,Married,38998.0,1,1,3,2,0,3,8,0,0,0,0,0,0,54
1042,1991,Graduation,Single,8028.0,0,0,15,0,1,0,19,0,0,0,0,0,0,178
1043,1962,Graduation,Together,76081.0,0,0,1,4,5,4,2,0,0,0,1,0,0,1033
1044,1986,Graduation,Together,34728.0,1,0,1,1,1,2,6,0,0,0,0,0,1,36
1045,1965,Master,Single,33168.0,0,1,3,2,1,4,7,0,0,0,0,0,0,122
1046,1966,Master,Married,33585.0,0,1,1,2,0,4,4,0,0,0,0,0,0,122
1047,1960,PhD,Married,77037.0,0,1,1,7,7,12,3,0,0,0,0,0,0,1123
1048,1984,Graduation,Together,35196.0,1,0,6,6,1,5,8,0,0,0,0,0,1,497
1049,1966,Graduation,Married,44529.0,0,1,6,6,2,11,5,0,1,0,0,0,0,691
1050,1965,2n Cycle,Married,70924.0,0,0,1,6,6,7,3,0,0,1,0,0,0,1363
1051,1966,PhD,Together,28764.0,1,1,1,1,0,2,8,1,0,0,0,0,0,12
1052,1949,PhD,Married,69098.0,0,0,1,7,8,9,5,0,0,0,0,0,0,2440
1053,1970,2n Cycle,Divorced,25959.0,1,1,2,1,2,2,6,0,0,0,0,0,1,56
1054,1983,Master,Married,27100.0,1,0,1,1,0,3,7,0,0,0,0,0,0,37
1055,1985,Graduation,Single,70596.0,0,0,1,3,5,12,2,0,0,0,0,0,0,968
1056,1974,Graduation,Married,42557.0,0,1,4,6,1,4,8,0,0,0,0,0,0,270
1057,1951,PhD,Married,53312.0,0,0,1,5,1,5,7,0,0,0,0,0,0,278
1058,1952,Graduation,Single,72228.0,0,0,1,6,7,8,3,0,0,0,0,0,0,1250
1059,1987,Graduation,Together,67605.0,0,0,1,2,8,6,1,0,0,0,0,0,0,938
1060,1949,Master,Married,62845.0,1,1,11,3,4,10,8,0,1,0,0,0,0,1178
1061,1958,Graduation,Together,65196.0,0,2,2,7,6,11,5,1,0,0,0,0,0,1155
1062,1987,PhD,Single,42000.0,0,0,2,5,2,11,5,0,0,0,0,0,1,653
1063,1973,PhD,Divorced,35860.0,1,1,2,1,1,2,5,1,0,0,0,0,0,49
1064,1964,PhD,Married,65526.0,0,1,1,4,4,8,2,0,0,0,0,0,0,506
1065,1961,Graduation,Married,16860.0,1,1,3,1,1,3,7,0,0,0,0,0,0,38
1066,1992,Graduation,Single,83528.0,0,0,1,4,10,8,1,1,0,0,1,0,1,1650
1067,1965,2n Cycle,Divorced,64176.0,0,1,8,8,9,8,6,0,0,0,0,0,0,1826
1068,1956,Graduation,Divorced,22304.0,0,0,1,1,0,2,8,0,0,0,0,0,0,18
1069,1978,Graduation,Married,67023.0,0,0,1,3,7,13,2,0,0,0,0,0,0,906
1070,1971,PhD,Together,32892.0,1,0,2,3,0,3,8,0,0,0,0,0,0,46
1071,1966,Graduation,Together,70713.0,0,1,6,5,6,8,3,0,0,0,0,0,0,1477
1072,1955,Graduation,Together,59925.0,0,1,3,9,2,9,6,0,0,0,0,0,0,766
1073,1953,Graduation,Married,39722.0,0,1,2,2,0,3,5,0,0,0,0,0,0,47
1074,1958,Graduation,Together,46610.0,0,0,1,6,1,6,6,0,0,0,0,0,0,467
1075,1961,Graduation,Together,88347.0,0,0,1,4,7,9,1,0,0,0,1,0,0,2116
1076,1981,PhD,Married,87171.0,0,0,1,6,7,11,2,1,0,1,0,0,0,1298
1077,1976,2n Cycle,Together,26907.0,1,1,2,1,0,3,7,0,0,0,0,0,0,22
1078,1968,Master,Single,50014.0,1,0,2,4,1,8,5,0,0,0,0,0,0,396
1079,1978,PhD,Married,41014.0,1,0,1,1,0,2,7,0,0,0,0,0,0,20
1080,1965,Graduation,Single,66294.0,0,0,1,4,3,5,2,0,0,0,0,0,0,967
1081,1971,Graduation,Married,36715.0,1,0,6,7,2,4,9,0,0,0,0,0,1,357
1082,1956,Graduation,Married,79456.0,0,0,1,5,6,4,3,0,0,0,0,0,1,1401
1083,1982,Graduation,Together,40479.0,1,0,1,0,0,3,4,0,0,0,0,0,0,15
1084,1970,Master,Single,75345.0,0,0,1,5,8,6,3,0,0,0,1,0,1,2087
1085,1977,Graduation,Married,54233.0,0,1,4,11,6,5,8,0,0,0,0,0,0,981
1086,1970,Graduation,Single,24163.0,1,1,2,1,0,3,4,0,0,0,0,0,0,17
1087,1958,PhD,Together,84460.0,0,0,0,9,9,4,5,0,1,1,1,1,1,523
1088,1983,Graduation,Together,43776.0,1,0,1,1,0,2,6,0,0,0,0,0,0,23
1089,1958,PhD,Single,71691.0,0,0,1,4,7,5,2,0,0,0,0,0,1,1192
1090,1973,PhD,Married,85844.0,0,0,1,6,6,7,2,0,0,1,0,0,0,1958
1091,1974,PhD,Single,39190.0,1,0,2,2,1,4,5,0,0,0,0,0,0,133
1092,1959,Graduation,Together,71367.0,0,0,1,4,5,7,2,0,0,0,0,0,0,777
1093,1972,PhD,Single,38578.0,1,1,3,3,0,3,8,0,0,0,0,0,0,73
1094,1965,PhD,Married,57236.0,1,1,3,2,1,4,3,0,0,0,0,0,0,121
1095,1979,Graduation,Single,61825.0,0,1,1,4,2,8,4,0,0,0,0,0,0,424
1096,1958,Graduation,Divorced,79803.0,0,1,1,4,3,5,1,0,0,0,0,0,0,868
1097,1986,2n Cycle,Single,80910.0,0,0,1,3,3,8,1,0,0,0,0,0,0,756
1098,1982,Master,Together,27590.0,1,0,1,1,0,2,7,0,0,0,0,0,0,12
1099,1979,Graduation,Married,56775.0,0,1,2,5,8,10,5,0,0,0,0,0,0,937
1100,1975,Graduation,Divorced,83829.0,0,0,0,4,7,6,1,1,0,1,1,0,1,1862
1101,1979,2n Cycle,Married,54210.0,0,1,2,4,1,7,5,0,0,0,0,0,0,367
1102,1986,Graduation,Married,38508.0,1,0,6,7,2,5,8,0,0,0,0,0,0,443
1103,1970,Graduation,Together,53187.0,1,0,2,4,1,6,5,0,0,0,0,0,0,267
1104,1972,Graduation,Married,30023.0,1,0,1,2,0,3,8,0,0,0,0,0,0,61
1105,1960,PhD,Single,76045.0,0,0,1,4,5,11,2,0,0,0,1,0,0,1323
1106,1952,PhD,Married,50870.0,0,1,1,2,0,3,5,0,0,0,0,0,0,63
1107,1970,2n Cycle,Married,15315.0,0,0,2,2,0,4,5,0,0,0,0,0,0,64
1108,1974,2n Cycle,Married,65463.0,1,0,2,6,2,9,5,0,1,0,0,0,0,562
1109,1965,Graduation,Married,66480.0,1,1,7,4,1,7,4,0,0,0,0,0,0,312
1110,1954,Graduation,Divorced,76773.0,0,0,1,2,2,11,1,0,0,0,0,0,0,1156
1111,1983,2n Cycle,Single,81698.0,0,0,1,8,2,5,5,0,0,0,1,0,1,1104
1112,1973,PhD,Single,54466.0,1,1,1,1,0,2,5,0,0,0,0,0,0,16
1113,1960,Master,Single,98777.0,0,0,0,4,6,9,1,0,1,0,0,0,0,2008
1114,1984,PhD,Single,16269.0,1,0,3,3,0,3,8,0,0,0,0,0,0,44
1115,1971,Graduation,Together,71819.0,0,1,3,3,3,5,6,0,1,1,0,0,0,1574
1116,1983,PhD,Married,33569.0,1,0,1,1,1,2,8,1,0,0,0,0,1,63
1117,1983,Master,Married,36262.0,0,0,1,3,5,3,6,1,0,0,0,0,1,426
1118,1966,Basic,Together,22634.0,0,0,1,2,1,2,8,0,0,0,0,0,0,96
1119,1978,2n Cycle,Married,47025.0,0,1,5,11,1,6,9,0,0,0,0,0,0,635
1120,1968,Graduation,Single,70566.0,0,1,2,6,5,9,3,0,0,0,0,0,0,757
1121,1979,PhD,Married,31605.0,1,0,2,2,1,4,7,0,0,0,0,0,0,125
1122,1973,Master,Divorced,52034.0,1,1,5,4,2,5,7,0,0,0,0,0,0,332
1123,1979,Graduation,Single,48526.0,1,0,1,2,1,4,3,0,0,0,0,0,0,135
1124,1954,Graduation,Married,46734.0,0,1,2,6,1,5,7,0,0,0,0,0,0,330
1125,1962,Graduation,Divorced,39552.0,1,1,7,6,2,5,8,0,0,0,0,0,1,384
1126,1966,Graduation,Single,86358.0,1,1,4,5,3,6,8,0,0,0,0,0,0,1722
1127,1977,Graduation,Together,46931.0,2,1,2,1,1,3,3,0,0,0,0,0,0,78
1128,1985,Basic,Single,16581.0,0,0,1,0,0,3,4,0,0,0,0,0,0,24
1129,1952,2n Cycle,Divorced,63998.0,0,0,1,7,6,11,4,0,0,0,0,0,1,1168
1130,1951,Master,Married,67381.0,0,1,4,2,2,9,7,0,1,0,0,0,0,957
1131,1967,Graduation,Single,25930.0,1,1,1,1,0,2,7,0,0,0,0,0,0,15
1132,1978,Graduation,Married,42693.0,1,0,1,1,0,3,5,0,0,0,0,0,0,57
1133,1976,Graduation,Together,85606.0,0,1,2,6,7,9,3,0,0,0,1,0,0,1956
1134,1985,Graduation,Single,72903.0,0,0,1,7,5,8,4,0,1,1,1,0,1,2013
1135,1974,2n Cycle,Together,49669.0,1,0,2,5,1,6,6,0,0,0,0,0,0,326
1136,1968,PhD,Married,36778.0,1,1,3,3,0,3,9,0,0,0,0,0,0,77
1137,1962,PhD,Divorced,85696.0,0,0,1,4,6,9,1,0,0,0,0,0,1,1313
1138,1989,Master,Divorced,10979.0,0,0,2,3,0,3,5,0,0,0,0,0,0,30
1139,1961,Graduation,Married,49678.0,0,1,2,6,2,4,7,0,0,0,0,0,0,315
1140,1953,Master,Together,56129.0,0,1,4,6,2,10,4,0,0,0,0,0,0,660
1141,1989,Graduation,Married,37155.0,1,0,1,2,0,4,5,0,0,0,0,0,0,74
1142,1978,2n Cycle,Divorced,21282.0,1,0,2,2,1,2,6,0,0,0,0,0,0,46
1143,1962,PhD,Single,33419.0,0,1,2,2,0,4,7,0,0,0,0,0,0,86
1144,1945,Graduation,Widow,63285.0,0,0,1,6,5,13,3,0,0,0,0,0,0,1103
1145,1974,Master,Together,21255.0,1,0,4,2,1,4,4,0,0,0,0,0,0,61
1146,1981,Graduation,Together,42162.0,1,0,2,3,1,3,6,1,0,0,0,0,1,145
1147,1956,Graduation,Together,54450.0,1,1,12,9,2,8,8,0,0,0,0,0,0,684
1148,1954,PhD,Married,57744.0,0,1,2,9,1,4,8,0,0,0,0,0,0,411
1149,1986,Graduation,Single,26576.0,1,0,1,1,0,2,9,1,0,0,0,0,1,27
1150,1943,PhD,Widow,57513.0,0,0,2,9,3,13,6,0,0,0,0,0,0,1060
1151,1964,Graduation,Together,68142.0,0,1,3,10,4,7,6,0,0,0,0,0,0,1459
1152,1979,Graduation,Married,7500.0,0,1,1,1,0,2,8,0,0,0,0,0,0,18
1153,1974,Graduation,Together,83145.0,0,0,1,5,9,11,2,0,0,1,0,0,1,1833
1154,1960,Master,Married,54197.0,0,1,2,1,3,6,1,0,0,0,0,0,0,237
1155,1963,PhD,Single,23091.0,1,1,4,2,1,3,7,0,0,0,0,0,0,48
1156,1976,Graduation,Married,46049.0,1,1,10,5,2,9,7,0,0,0,0,0,1,515
1157,1974,Graduation,Together,56715.0,0,0,1,7,3,4,4,0,0,0,0,0,0,1020
1158,1961,Graduation,Married,79410.0,0,0,1,3,2,5,1,0,0,0,0,0,0,1370
1159,1951,Graduation,Married,57304.0,0,1,2,7,6,10,5,0,0,0,0,0,0,1026
1160,1965,Graduation,Married,44375.0,0,1,1,4,1,6,5,0,0,0,0,0,0,301
1161,1956,Graduation,Together,54450.0,1,1,12,9,2,8,8,0,0,0,0,0,0,684
1162,1965,Graduation,Married,59594.0,0,1,1,8,1,7,7,0,1,0,0,0,0,499
1163,1994,Graduation,Together,80685.0,0,0,1,6,4,10,2,0,0,0,0,0,0,1004
1164,1974,PhD,Married,40344.0,0,1,2,4,1,5,7,0,0,0,0,0,0,218
1165,1972,Graduation,Married,62710.0,0,1,4,4,2,12,4,0,0,0,0,0,0,606
1166,1968,2n Cycle,Married,48985.0,0,1,1,1,1,3,3,0,0,0,0,0,0,75
1167,1968,Graduation,Together,35322.0,1,2,3,2,0,4,8,0,0,0,0,0,0,106
1168,1948,Graduation,Married,77142.0,0,0,1,4,4,8,2,0,0,0,0,0,0,990
1169,1969,Graduation,Single,81657.0,0,0,1,3,4,8,1,0,0,0,0,0,0,1097
1170,1996,Basic,Married,14421.0,0,0,1,1,0,2,5,1,0,0,0,0,0,16
1171,1974,2n Cycle,Married,20130.0,0,0,1,1,0,3,8,0,0,0,0,0,0,34
1172,1990,PhD,Married,74214.0,0,0,1,8,2,5,5,0,0,0,0,0,0,1711
1173,1957,Master,Married,66726.0,1,1,3,8,2,4,7,0,1,0,0,0,0,438
1174,1979,Basic,Together,23724.0,1,0,2,2,0,3,8,0,0,0,0,0,0,75
1175,1960,Master,Married,47353.0,0,1,3,2,2,6,5,0,0,0,0,0,0,225
1176,1952,Master,Married,33444.0,1,1,1,1,0,2,8,0,0,0,0,0,0,18
1177,1981,Graduation,Married,54386.0,0,1,2,3,2,10,3,0,0,0,0,0,0,470
1178,1981,Graduation,Divorced,28510.0,1,1,3,2,0,4,5,0,0,0,0,0,0,91
1179,1991,Master,Single,90638.0,0,0,1,3,4,10,1,0,0,1,0,0,0,2525
1180,1950,Graduation,Together,48070.0,0,1,3,8,2,6,7,0,0,0,0,0,0,504
1181,1957,Graduation,Married,43140.0,0,1,1,4,1,5,6,0,0,0,0,0,0,235
1182,1961,PhD,Divorced,54959.0,0,1,3,9,5,4,7,0,1,0,0,0,1,1232
1183,1958,Basic,Single,15056.0,1,1,5,2,2,3,5,0,0,0,0,0,0,88
1184,1971,Graduation,Single,26954.0,1,0,1,1,0,2,7,0,0,0,0,0,0,17
1185,1985,Graduation,Single,22327.0,1,0,1,1,0,3,5,0,0,0,0,0,0,24
1186,1965,Graduation,Married,44393.0,1,1,2,1,0,4,4,0,0,0,0,0,0,60
1187,1952,PhD,Single,62000.0,0,1,1,6,6,13,4,0,0,0,1,0,0,1020
1188,1962,PhD,Together,31497.0,0,1,2,3,1,4,8,0,0,0,0,0,0,155
1189,1974,2n Cycle,Married,45894.0,0,2,1,1,0,3,5,0,0,0,0,0,0,51
1190,1970,Master,Divorced,78579.0,0,0,1,5,6,4,3,0,0,0,0,0,1,1812
