,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Total_Amount_Spent,Target
933,1989,1,3,25443.0,1,0,1,1,0,3,8,0,0,0,0,0,0,32,3
934,1952,2,4,75127.0,0,0,1,2,11,5,1,0,0,0,0,0,0,833,1
935,1971,4,5,32892.0,1,0,2,3,0,3,8,0,0,0,0,0,0,46,3
936,1971,2,5,71796.0,0,0,1,9,3,4,4,0,0,0,0,0,0,960,1
937,1970,4,3,67536.0,0,1,3,11,5,11,8,0,0,0,1,0,0,1829,1
938,1971,2,4,55239.0,0,1,3,7,5,11,5,0,0,0,0,0,0,779,0
939,1975,4,2,60554.0,1,0,2,8,4,9,6,0,0,0,0,0,0,811,0
940,1952,0,4,64831.0,1,1,8,6,3,5,6,0,0,0,0,0,0,1120,1
941,1962,4,5,56067.0,0,1,2,7,4,7,5,0,0,0,0,0,0,725,0
942,1983,2,2,82025.0,0,0,1,3,2,6,1,0,0,1,0,0,1,1187,1
943,1953,2,5,94384.0,0,0,0,5,8,5,2,0,1,1,1,0,1,2302,1
944,1986,1,4,14906.0,0,0,3,2,1,3,7,0,0,0,0,0,0,66,3
945,1987,4,3,51563.0,0,0,1,4,4,10,8,0,1,1,0,0,0,1250,0
946,1982,0,3,57937.0,0,1,3,4,4,9,3,0,0,0,0,0,0,683,0
947,1979,2,2,68274.0,1,1,2,4,2,5,3,0,0,0,0,0,0,305,1
948,1977,2,5,39771.0,1,0,1,2,0,3,4,0,0,0,0,0,0,50,3
949,1975,0,2,67893.0,0,1,2,3,2,9,8,0,0,0,0,0,0,995,1
950,1979,4,5,27922.0,1,0,1,2,0,3,4,0,0,0,0,0,0,41,3
951,1976,4,5,52190.0,1,1,3,2,1,3,5,1,0,0,0,0,0,77,0
952,1973,3,2,44051.0,1,1,4,3,1,4,6,0,0,0,0,0,1,171,0
953,1971,4,4,42767.0,2,0,1,3,1,2,8,0,0,0,0,0,0,131,0
954,1976,3,5,46106.0,1,1,1,1,1,2,6,0,0,0,0,0,0,54,0
955,1976,4,3,16927.0,1,1,5,3,0,4,8,0,0,0,0,0,0,53,3
956,1965,2,3,59754.0,0,1,3,5,2,6,5,0,0,0,0,0,1,475,0
957,1952,2,4,53700.0,0,1,4,5,5,8,5,0,0,0,0,0,0,694,0
958,1973,2,3,59041.0,1,1,2,2,0,4,5,0,0,0,0,0,0,96,0
959,1957,4,2,54237.0,0,1,4,5,2,5,6,0,0,0,0,0,0,361,0
960,1967,2,2,70647.0,0,1,2,4,7,13,2,0,0,0,0,0,0,1079,1
961,1962,4,4,52597.0,0,1,3,6,3,8,5,0,0,0,0,0,0,578,0
962,1969,3,5,41021.0,1,0,2,2,0,3,6,0,0,0,0,0,1,64,0
963,1975,4,3,40233.0,0,1,5,2,1,5,6,0,0,0,0,0,0,149,3
964,1980,2,3,50183.0,1,1,7,3,1,6,5,0,0,0,0,0,0,231,0
965,1959,2,5,54753.0,0,1,3,5,2,11,4,0,0,0,0,0,0,728,0
966,1973,2,3,92955.0,0,0,1,6,7,9,2,0,0,1,1,0,1,1778,1
967,1973,2,3,33471.0,1,0,3,3,0,4,7,0,0,0,0,0,0,93,3
968,1974,4,3,34596.0,1,0,1,1,0,2,8,0,0,0,0,0,1,23,3
969,1980,2,5,44010.0,1,0,6,10,2,6,9,0,0,0,0,0,0,662,0
970,1988,2,3,84219.0,0,0,1,3,4,10,1,0,0,0,0,0,0,1198,1
971,1968,4,5,40706.0,2,1,4,3,0,4,7,0,0,0,0,0,0,81,0
972,1988,0,3,15716.0,1,0,3,3,0,4,8,0,0,0,0,0,0,92,3
973,1959,0,2,59052.0,0,1,3,7,1,7,5,0,0,0,0,0,0,491,0
974,1971,3,5,80573.0,0,0,1,4,6,13,2,0,0,0,0,0,0,1564,1
975,1962,2,3,83715.0,0,0,1,2,8,13,0,0,0,0,0,0,0,926,1
976,1959,3,5,82576.0,0,0,1,2,4,12,1,0,0,1,0,0,0,1910,1
977,1965,3,3,56962.0,2,1,7,6,3,5,7,0,0,0,0,0,0,411,0
978,1952,2,3,35704.0,1,1,3,2,0,4,4,0,0,0,0,0,0,94,3
979,1954,2,5,53103.0,0,1,5,10,6,7,7,1,0,0,0,0,0,1085,0
980,1960,0,6,46779.0,1,1,1,0,1,2,4,0,0,0,0,0,0,23,0
981,1965,2,2,4861.0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,3
982,1979,3,2,33462.0,1,0,1,2,0,3,7,0,0,0,0,0,0,54,3
983,1978,2,2,63693.0,0,1,3,11,6,9,6,0,0,0,0,0,0,1150,0
984,1950,2,3,80763.0,0,0,1,5,11,6,3,0,0,1,1,0,1,1415,1
985,1974,4,3,65352.0,0,1,2,4,2,8,4,0,0,0,0,0,0,405,1
986,1978,4,3,82170.0,0,0,1,5,6,7,2,0,0,0,0,0,0,1908,1
987,1969,2,3,75759.0,0,0,1,9,7,9,5,1,0,1,1,0,1,2486,1
988,1976,0,4,79689.0,0,0,1,4,9,13,2,0,0,0,0,0,0,1315,1
989,1956,4,6,35340.0,1,1,2,2,0,3,5,0,0,0,0,0,0,45,3
990,1954,2,2,85683.0,0,0,1,2,4,10,1,0,1,1,1,1,1,1789,1
991,1972,0,3,24884.0,1,0,1,0,0,3,7,0,0,0,0,0,0,19,3
992,1981,3,5,42021.0,1,0,5,10,1,6,9,1,0,0,0,0,0,573,0
993,1989,2,4,64449.0,1,0,4,5,3,12,4,0,0,0,0,0,0,805,0
994,1954,2,2,64587.0,1,1,2,1,1,4,3,0,0,0,0,0,0,108,0
995,1995,2,4,34824.0,0,0,1,1,0,2,6,0,0,0,0,0,0,23,3
996,1978,2,5,75437.0,0,0,1,8,4,10,6,0,0,0,1,0,0,1493,1
997,1957,2,5,26091.0,1,1,3,2,1,3,5,0,0,0,0,0,0,89,3
998,1973,2,3,52845.0,1,0,3,8,8,6,6,1,0,0,0,0,0,936,0
999,1956,2,2,46086.0,0,1,4,3,1,8,4,0,0,0,0,0,0,343,0
1000,1956,4,6,78028.0,0,1,1,6,4,9,7,0,1,1,0,0,1,528,1
1001,1987,4,4,95169.0,0,0,1,4,3,4,1,0,0,1,1,0,1,1901,1
1002,1981,0,3,56337.0,1,1,5,8,5,4,8,1,0,0,1,0,1,724,0
1003,1987,2,5,22434.0,1,0,2,2,0,3,8,0,0,0,0,0,0,58,3
1004,1954,4,3,36930.0,0,1,5,5,2,4,8,0,0,0,0,0,0,297,3
1005,1954,2,4,36130.0,0,1,6,3,8,4,4,1,0,0,0,0,1,488,3
1006,1953,3,3,65569.0,0,1,2,6,5,10,3,0,0,0,0,0,0,859,1
1007,1952,2,5,83844.0,0,0,1,4,4,11,1,0,0,1,0,0,0,1574,1
1008,1968,2,3,19514.0,1,1,4,3,1,2,8,1,0,0,0,0,0,69,3
1009,1963,4,4,36736.0,1,1,1,1,0,2,6,0,0,0,0,0,0,17,3
1010,1979,2,5,77568.0,0,1,1,10,2,8,5,0,1,1,1,0,0,2194,1
1011,1976,4,5,49187.0,0,1,1,1,1,5,2,0,0,0,0,0,0,116,0
1012,1978,2,4,30168.0,1,0,7,6,1,4,9,0,0,0,0,0,0,279,3
1013,1968,3,5,34053.0,0,1,1,3,0,3,8,0,0,0,0,0,0,103,3
1014,1971,3,3,38196.0,1,1,3,2,0,4,5,0,0,0,0,0,0,44,3
1015,1951,3,3,59412.0,0,0,1,4,2,8,3,0,0,0,0,0,0,406,0
1016,1965,0,3,70924.0,0,0,1,6,6,7,3,0,0,1,0,0,0,1363,1
1017,1969,2,5,54165.0,0,0,1,2,1,7,2,0,0,0,0,0,0,236,0
1018,1973,2,3,32300.0,1,0,1,1,0,3,8,0,0,0,0,0,0,39,3
1019,1976,2,4,20180.0,0,0,1,2,1,4,7,0,0,0,0,0,0,137,3
1020,1973,2,3,34961.0,1,0,3,3,1,3,7,0,0,0,0,0,0,79,3
1021,1974,4,5,28440.0,1,0,1,2,0,3,8,0,0,0,0,0,0,63,3
1022,1953,4,5,64504.0,1,2,7,11,3,4,7,0,0,0,0,0,1,1314,0
1023,1966,3,5,33564.0,0,1,1,1,1,3,5,0,0,0,0,0,0,71,3
1024,1978,2,3,17345.0,1,0,2,2,1,2,8,0,0,0,0,0,0,58,3
1025,1967,4,3,56320.0,0,1,3,5,4,9,4,0,0,0,0,0,0,702,0
1026,1978,2,4,28647.0,1,0,1,2,2,2,7,1,0,0,0,0,1,94,3
1027,1987,1,4,15038.0,1,0,2,2,1,2,9,0,0,0,0,0,0,80,3
1028,1958,4,2,32173.0,0,1,1,1,0,3,4,0,0,0,0,0,0,22,3
1029,1964,0,5,68316.0,0,1,5,10,7,10,6,0,0,0,0,0,0,1211,1
1030,1971,2,5,74538.0,0,0,1,8,8,5,3,0,0,1,0,0,1,1461,1
1031,1971,2,4,91700.0,0,0,1,8,6,5,3,0,0,0,0,0,1,1968,1
1032,1969,2,5,68695.0,0,0,1,4,4,7,2,0,0,0,0,0,0,1091,1
1033,1977,0,3,31056.0,1,0,1,1,0,3,8,0,0,0,0,0,0,55,3
1034,1973,2,3,79593.0,0,0,1,5,6,7,2,0,0,1,0,0,0,1366,1
1035,1980,2,4,28071.0,0,0,2,5,1,5,8,0,0,0,0,0,0,313,3
1036,1958,4,5,37334.0,1,1,4,3,0,4,4,0,0,0,0,0,0,62,3
1037,1972,3,4,46423.0,1,1,3,2,0,4,7,0,0,0,0,0,0,92,0
1038,1971,4,3,37126.0,1,0,1,1,2,2,6,1,0,0,0,0,1,72,3
1039,1953,2,3,47703.0,0,1,4,6,3,8,5,0,0,0,0,0,0,655,0
1040,1959,2,3,61180.0,0,1,2,5,5,6,3,1,0,0,0,0,0,704,0
1041,1954,2,3,38998.0,1,1,3,2,0,3,8,0,0,0,0,0,0,54,3
1042,1991,2,4,8028.0,0,0,15,0,1,0,19,0,0,0,0,0,0,178,3
1043,1962,2,5,76081.0,0,0,1,4,5,4,2,0,0,0,1,0,0,1033,1
1044,1986,2,5,34728.0,1,0,1,1,1,2,6,0,0,0,0,0,1,36,3
1045,1965,3,4,33168.0,0,1,3,2,1,4,7,0,0,0,0,0,0,122,3
1046,1966,3,3,33585.0,0,1,1,2,0,4,4,0,0,0,0,0,0,122,3
1047,1960,4,3,77037.0,0,1,1,7,7,12,3,0,0,0,0,0,0,1123,1
1048,1984,2,5,35196.0,1,0,6,6,1,5,8,0,0,0,0,0,1,497,3
1049,1966,2,3,44529.0,0,1,6,6,2,11,5,0,1,0,0,0,0,691,0
1050,1965,0,3,70924.0,0,0,1,6,6,7,3,0,0,1,0,0,0,1363,1
1051,1966,4,5,28764.0,1,1,1,1,0,2,8,1,0,0,0,0,0,12,3
1052,1949,4,3,69098.0,0,0,1,7,8,9,5,0,0,0,0,0,0,2440,1
1053,1970,0,2,25959.0,1,1,2,1,2,2,6,0,0,0,0,0,1,56,3
1054,1983,3,3,27100.0,1,0,1,1,0,3,7,0,0,0,0,0,0,37,3
1055,1985,2,4,70596.0,0,0,1,3,5,12,2,0,0,0,0,0,0,968,1
1056,1974,2,3,42557.0,0,1,4,6,1,4,8,0,0,0,0,0,0,270,0
1057,1951,4,3,53312.0,0,0,1,5,1,5,7,0,0,0,0,0,0,278,0
1058,1952,2,4,72228.0,0,0,1,6,7,8,3,0,0,0,0,0,0,1250,1
1059,1987,2,5,67605.0,0,0,1,2,8,6,1,0,0,0,0,0,0,938,1
1060,1949,3,3,62845.0,1,1,11,3,4,10,8,0,1,0,0,0,0,1178,0
1061,1958,2,5,65196.0,0,2,2,7,6,11,5,1,0,0,0,0,0,1155,1
1062,1987,4,4,42000.0,0,0,2,5,2,11,5,0,0,0,0,0,1,653,0
1063,1973,4,2,35860.0,1,1,2,1,1,2,5,1,0,0,0,0,0,49,3
1064,1964,4,3,65526.0,0,1,1,4,4,8,2,0,0,0,0,0,0,506,1
1065,1961,2,3,16860.0,1,1,3,1,1,3,7,0,0,0,0,0,0,38,3
1066,1992,2,4,83528.0,0,0,1,4,10,8,1,1,0,0,1,0,1,1650,1
1067,1965,0,2,64176.0,0,1,8,8,9,8,6,0,0,0,0,0,0,1826,0
1068,1956,2,2,22304.0,0,0,1,1,0,2,8,0,0,0,0,0,0,18,3
1069,1978,2,3,67023.0,0,0,1,3,7,13,2,0,0,0,0,0,0,906,1
1070,1971,4,5,32892.0,1,0,2,3,0,3,8,0,0,0,0,0,0,46,3
1071,1966,2,5,70713.0,0,1,6,5,6,8,3,0,0,0,0,0,0,1477,1
1072,1955,2,5,59925.0,0,1,3,9,2,9,6,0,0,0,0,0,0,766,0
1073,1953,2,3,39722.0,0,1,2,2,0,3,5,0,0,0,0,0,0,47,3
1074,1958,2,5,46610.0,0,0,1,6,1,6,6,0,0,0,0,0,0,467,0
1075,1961,2,5,88347.0,0,0,1,4,7,9,1,0,0,0,1,0,0,2116,1
1076,1981,4,3,87171.0,0,0,1,6,7,11,2,1,0,1,0,0,0,1298,1
1077,1976,0,5,26907.0,1,1,2,1,0,3,7,0,0,0,0,0,0,22,3
1078,1968,3,4,50014.0,1,0,2,4,1,8,5,0,0,0,0,0,0,396,0
1079,1978,4,3,41014.0,1,0,1,1,0,2,7,0,0,0,0,0,0,20,0
1080,1965,2,4,66294.0,0,0,1,4,3,5,2,0,0,0,0,0,0,967,1
1081,1971,2,3,36715.0,1,0,6,7,2,4,9,0,0,0,0,0,1,357,3
1082,1956,2,3,79456.0,0,0,1,5,6,4,3,0,0,0,0,0,1,1401,1
1083,1982,2,5,40479.0,1,0,1,0,0,3,4,0,0,0,0,0,0,15,0
1084,1970,3,4,75345.0,0,0,1,5,8,6,3,0,0,0,1,0,1,2087,1
1085,1977,2,3,54233.0,0,1,4,11,6,5,8,0,0,0,0,0,0,981,0
1086,1970,2,4,24163.0,1,1,2,1,0,3,4,0,0,0,0,0,0,17,3
1087,1958,4,5,84460.0,0,0,0,9,9,4,5,0,1,1,1,1,1,523,1
1088,1983,2,5,43776.0,1,0,1,1,0,2,6,0,0,0,0,0,0,23,0
1089,1958,4,4,71691.0,0,0,1,4,7,5,2,0,0,0,0,0,1,1192,1
1090,1973,4,3,85844.0,0,0,1,6,6,7,2,0,0,1,0,0,0,1958,1
1091,1974,4,4,39190.0,1,0,2,2,1,4,5,0,0,0,0,0,0,133,3
1092,1959,2,5,71367.0,0,0,1,4,5,7,2,0,0,0,0,0,0,777,1
1093,1972,4,4,38578.0,1,1,3,3,0,3,8,0,0,0,0,0,0,73,3
1094,1965,4,3,57236.0,1,1,3,2,1,4,3,0,0,0,0,0,0,121,0
1095,1979,2,4,61825.0,0,1,1,4,2,8,4,0,0,0,0,0,0,424,0
1096,1958,2,2,79803.0,0,1,1,4,3,5,1,0,0,0,0,0,0,868,1
1097,1986,0,4,80910.0,0,0,1,3,3,8,1,0,0,0,0,0,0,756,1
1098,1982,3,5,27590.0,1,0,1,1,0,2,7,0,0,0,0,0,0,12,3
1099,1979,2,3,56775.0,0,1,2,5,8,10,5,0,0,0,0,0,0,937,0
1100,1975,2,2,83829.0,0,0,0,4,7,6,1,1,0,1,1,0,1,1862,1
1101,1979,0,3,54210.0,0,1,2,4,1,7,5,0,0,0,0,0,0,367,0
1102,1986,2,3,38508.0,1,0,6,7,2,5,8,0,0,0,0,0,0,443,3
1103,1970,2,5,53187.0,1,0,2,4,1,6,5,0,0,0,0,0,0,267,0
1104,1972,2,3,30023.0,1,0,1,2,0,3,8,0,0,0,0,0,0,61,3
1105,1960,4,4,76045.0,0,0,1,4,5,11,2,0,0,0,1,0,0,1323,1
1106,1952,4,3,50870.0,0,1,1,2,0,3,5,0,0,0,0,0,0,63,0
1107,1970,0,3,15315.0,0,0,2,2,0,4,5,0,0,0,0,0,0,64,3
1108,1974,0,3,65463.0,1,0,2,6,2,9,5,0,1,0,0,0,0,562,1
1109,1965,2,3,66480.0,1,1,7,4,1,7,4,0,0,0,0,0,0,312,1
1110,1954,2,2,76773.0,0,0,1,2,2,11,1,0,0,0,0,0,0,1156,1
1111,1983,0,4,81698.0,0,0,1,8,2,5,5,0,0,0,1,0,1,1104,1
1112,1973,4,4,54466.0,1,1,1,1,0,2,5,0,0,0,0,0,0,16,0
1113,1960,3,4,98777.0,0,0,0,4,6,9,1,0,1,0,0,0,0,2008,1
1114,1984,4,4,16269.0,1,0,3,3,0,3,8,0,0,0,0,0,0,44,3
1115,1971,2,5,71819.0,0,1,3,3,3,5,6,0,1,1,0,0,0,1574,1
1116,1983,4,3,33569.0,1,0,1,1,1,2,8,1,0,0,0,0,1,63,3
1117,1983,3,3,36262.0,0,0,1,3,5,3,6,1,0,0,0,0,1,426,3
1118,1966,1,5,22634.0,0,0,1,2,1,2,8,0,0,0,0,0,0,96,3
1119,1978,0,3,47025.0,0,1,5,11,1,6,9,0,0,0,0,0,0,635,0
1120,1968,2,4,70566.0,0,1,2,6,5,9,3,0,0,0,0,0,0,757,1
1121,1979,4,3,31605.0,1,0,2,2,1,4,7,0,0,0,0,0,0,125,3
1122,1973,3,2,52034.0,1,1,5,4,2,5,7,0,0,0,0,0,0,332,0
1123,1979,2,4,48526.0,1,0,1,2,1,4,3,0,0,0,0,0,0,135,0
1124,1954,2,3,46734.0,0,1,2,6,1,5,7,0,0,0,0,0,0,330,0
1125,1962,2,2,39552.0,1,1,7,6,2,5,8,0,0,0,0,0,1,384,3
1126,1966,2,4,86358.0,1,1,4,5,3,6,8,0,0,0,0,0,0,1722,1
1127,1977,2,5,46931.0,2,1,2,1,1,3,3,0,0,0,0,0,0,78,0
1128,1985,1,4,16581.0,0,0,1,0,0,3,4,0,0,0,0,0,0,24,3
1129,1952,0,2,63998.0,0,0,1,7,6,11,4,0,0,0,0,0,1,1168,0
1130,1951,3,3,67381.0,0,1,4,2,2,9,7,0,1,0,0,0,0,957,1
1131,1967,2,4,25930.0,1,1,1,1,0,2,7,0,0,0,0,0,0,15,3
1132,1978,2,3,42693.0,1,0,1,1,0,3,5,0,0,0,0,0,0,57,0
1133,1976,2,5,85606.0,0,1,2,6,7,9,3,0,0,0,1,0,0,1956,1
1134,1985,2,4,72903.0,0,0,1,7,5,8,4,0,1,1,1,0,1,2013,1
1135,1974,0,5,49669.0,1,0,2,5,1,6,6,0,0,0,0,0,0,326,0
1136,1968,4,3,36778.0,1,1,3,3,0,3,9,0,0,0,0,0,0,77,3
1137,1962,4,2,85696.0,0,0,1,4,6,9,1,0,0,0,0,0,1,1313,1
1138,1989,3,2,10979.0,0,0,2,3,0,3,5,0,0,0,0,0,0,30,3
1139,1961,2,3,49678.0,0,1,2,6,2,4,7,0,0,0,0,0,0,315,0
1140,1953,3,5,56129.0,0,1,4,6,2,10,4,0,0,0,0,0,0,660,0
1141,1989,2,3,37155.0,1,0,1,2,0,4,5,0,0,0,0,0,0,74,3
1142,1978,0,2,21282.0,1,0,2,2,1,2,6,0,0,0,0,0,0,46,3
1143,1962,4,4,33419.0,0,1,2,2,0,4,7,0,0,0,0,0,0,86,3
1144,1945,2,6,63285.0,0,0,1,6,5,13,3,0,0,0,0,0,0,1103,0
1145,1974,3,5,21255.0,1,0,4,2,1,4,4,0,0,0,0,0,0,61,3
1146,1981,2,5,42162.0,1,0,2,3,1,3,6,1,0,0,0,0,1,145,0
1147,1956,2,5,54450.0,1,1,12,9,2,8,8,0,0,0,0,0,0,684,0
1148,1954,4,3,57744.0,0,1,2,9,1,4,8,0,0,0,0,0,0,411,0
1149,1986,2,4,26576.0,1,0,1,1,0,2,9,1,0,0,0,0,1,27,3
1150,1943,4,6,57513.0,0,0,2,9,3,13,6,0,0,0,0,0,0,1060,0
1151,1964,2,5,68142.0,0,1,3,10,4,7,6,0,0,0,0,0,0,1459,1
1152,1979,2,3,7500.0,0,1,1,1,0,2,8,0,0,0,0,0,0,18,3
1153,1974,2,5,83145.0,0,0,1,5,9,11,2,0,0,1,0,0,1,1833,1
1154,1960,3,3,54197.0,0,1,2,1,3,6,1,0,0,0,0,0,0,237,0
1155,1963,4,4,23091.0,1,1,4,2,1,3,7,0,0,0,0,0,0,48,3
1156,1976,2,3,46049.0,1,1,10,5,2,9,7,0,0,0,0,0,1,515,0
1157,1974,2,5,56715.0,0,0,1,7,3,4,4,0,0,0,0,0,0,1020,0
1158,1961,2,3,79410.0,0,0,1,3,2,5,1,0,0,0,0,0,0,1370,1
1159,1951,2,3,57304.0,0,1,2,7,6,10,5,0,0,0,0,0,0,1026,0
1160,1965,2,3,44375.0,0,1,1,4,1,6,5,0,0,0,0,0,0,301,0
1161,1956,2,5,54450.0,1,1,12,9,2,8,8,0,0,0,0,0,0,684,0
1162,1965,2,3,59594.0,0,1,1,8,1,7,7,0,1,0,0,0,0,499,0
1163,1994,2,5,80685.0,0,0,1,6,4,10,2,0,0,0,0,0,0,1004,1
1164,1974,4,3,40344.0,0,1,2,4,1,5,7,0,0,0,0,0,0,218,3
1165,1972,2,3,62710.0,0,1,4,4,2,12,4,0,0,0,0,0,0,606,0
1166,1968,0,3,48985.0,0,1,1,1,1,3,3,0,0,0,0,0,0,75,0
1167,1968,2,5,35322.0,1,2,3,2,0,4,8,0,0,0,0,0,0,106,3
1168,1948,2,3,77142.0,0,0,1,4,4,8,2,0,0,0,0,0,0,990,1
1169,1969,2,4,81657.0,0,0,1,3,4,8,1,0,0,0,0,0,0,1097,1
1170,1996,1,3,14421.0,0,0,1,1,0,2,5,1,0,0,0,0,0,16,3
1171,1974,0,3,20130.0,0,0,1,1,0,3,8,0,0,0,0,0,0,34,3
1172,1990,4,3,74214.0,0,0,1,8,2,5,5,0,0,0,0,0,0,1711,1
1173,1957,3,3,66726.0,1,1,3,8,2,4,7,0,1,0,0,0,0,438,1
1174,1979,1,5,23724.0,1,0,2,2,0,3,8,0,0,0,0,0,0,75,3
1175,1960,3,3,47353.0,0,1,3,2,2,6,5,0,0,0,0,0,0,225,0
1176,1952,3,3,33444.0,1,1,1,1,0,2,8,0,0,0,0,0,0,18,3
1177,1981,2,3,54386.0,0,1,2,3,2,10,3,0,0,0,0,0,0,470,0
1178,1981,2,2,28510.0,1,1,3,2,0,4,5,0,0,0,0,0,0,91,3
1179,1991,3,4,90638.0,0,0,1,3,4,10,1,0,0,1,0,0,0,2525,1
1180,1950,2,5,48070.0,0,1,3,8,2,6,7,0,0,0,0,0,0,504,0
1181,1957,2,3,43140.0,0,1,1,4,1,5,6,0,0,0,0,0,0,235,0
1182,1961,4,2,54959.0,0,1,3,9,5,4,7,0,1,0,0,0,1,1232,0
1183,1958,1,4,15056.0,1,1,5,2,2,3,5,0,0,0,0,0,0,88,3
1184,1971,2,4,26954.0,1,0,1,1,0,2,7,0,0,0,0,0,0,17,3
1185,1985,2,4,22327.0,1,0,1,1,0,3,5,0,0,0,0,0,0,24,3
1186,1965,2,3,44393.0,1,1,2,1,0,4,4,0,0,0,0,0,0,60,0
1187,1952,4,4,62000.0,0,1,1,6,6,13,4,0,0,0,1,0,0,1020,0
1188,1962,4,5,31497.0,0,1,2,3,1,4,8,0,0,0,0,0,0,155,3
1189,1974,0,3,45894.0,0,2,1,1,0,3,5,0,0,0,0,0,0,51,0
1190,1970,3,2,78579.0,0,0,1,5,6,4,3,0,0,0,0,0,1,1812,1
1191,1969,3,6,67369.0,0,1,4,7,4,10,4,0,1,1,0,0,1,1461,1
1192,1960,2,2,58401.0,0,1,1,1,2,2,4,0,0,0,0,0,0,96,0
1193,1952,2,4,62307.0,0,1,1,4,0,4,5,0,0,0,0,0,0,160,0
1194,1969,3,3,43641.0,1,1,3,2,1,4,6,0,0,0,0,0,0,139,0
1195,1968,3,2,63841.0,0,1,1,9,3,9,6,0,0,0,0,0,0,908,0
1196,1965,0,3,46891.0,0,1,1,2,1,4,4,0,0,0,0,0,0,183,0
1197,1969,3,3,70091.0,1,0,2,5,2,10,8,0,1,0,0,0,0,1161,1
1198,1972,4,3,78075.0,0,0,1,3,5,5,1,0,0,0,0,0,0,988,1
1199,1961,0,6,59184.0,0,1,3,6,6,12,5,0,0,0,0,0,0,1072,0
1200,1977,2,3,54809.0,1,1,4,2,1,5,4,0,0,0,0,0,0,174,0
1201,1959,2,3,58113.0,0,1,3,9,2,8,7,0,0,0,0,0,0,758,0
1202,1958,3,3,51412.0,0,1,2,3,2,4,4,0,0,0,0,0,0,195,0
1203,1979,2,2,15287.0,1,0,2,1,1,2,7,1,0,0,0,0,1,31,3
1204,1957,3,5,66636.0,0,0,1,3,4,9,1,0,0,0,0,0,0,1084,1
1205,1956,3,3,50965.0,0,1,3,10,4,5,8,1,0,0,0,0,0,685,0
1206,1965,4,3,84618.0,0,0,1,6,9,10,2,0,0,1,0,0,0,1672,1
1207,1990,2,3,18351.0,0,0,1,2,0,3,7,0,0,0,0,0,0,43,3
1208,1957,4,5,40451.0,0,2,1,1,1,2,5,1,0,0,0,0,0,49,0
1209,1965,2,5,36317.0,0,1,2,3,0,4,7,0,0,0,0,0,0,133,3
1210,1957,2,5,42213.0,0,1,2,5,1,7,7,0,1,0,0,0,0,363,0
1211,1955,2,5,65748.0,0,1,2,2,4,10,1,0,0,0,0,0,0,545,1
1212,1972,2,5,77044.0,0,1,2,7,11,11,4,1,0,0,0,0,0,1065,1
1213,1969,2,5,74918.0,0,0,1,5,9,6,3,0,0,1,0,0,0,2047,1
1214,1972,2,3,56721.0,1,1,5,4,1,5,6,0,0,0,0,0,0,296,0
1215,1975,2,4,42160.0,1,1,4,2,1,4,6,0,0,0,0,0,1,140,0
1216,1965,2,4,61559.0,0,1,1,4,2,10,3,0,0,0,0,0,0,530,0
1217,1963,4,5,33629.0,1,1,5,3,1,4,9,0,0,0,0,0,0,152,3
1218,1991,4,5,68682.0,0,0,1,4,9,10,2,0,0,0,0,0,0,1598,1
1219,1963,2,4,34377.0,0,1,2,2,2,2,7,0,0,0,0,0,0,114,3
1220,1986,1,4,8940.0,1,0,3,3,1,3,8,0,0,0,0,0,0,101,3
1221,1973,2,3,26228.0,1,0,1,1,0,2,8,0,0,0,0,0,0,25,3
1222,1957,0,2,77297.0,0,0,1,5,7,9,4,0,0,0,1,0,0,789,1
1223,1981,2,3,40211.0,1,1,2,2,1,2,8,1,0,0,0,0,0,87,3
1224,1958,4,6,33438.0,1,1,4,2,1,4,5,0,0,0,0,0,0,90,3
1225,1959,4,3,75032.0,0,1,2,5,4,9,3,0,0,0,0,0,0,1215,1
1226,1955,4,4,61284.0,0,0,1,11,2,8,6,0,1,0,0,0,0,811,0
1227,1986,2,3,22518.0,1,0,2,2,1,2,5,1,0,0,0,0,1,61,3
1228,1975,3,3,54730.0,0,1,5,4,1,8,4,0,0,0,0,0,0,405,0
1229,1955,3,3,38452.0,1,1,3,3,0,3,7,0,0,0,0,0,0,72,3
1230,1971,2,2,44421.0,1,1,5,5,0,4,8,0,0,0,0,0,0,189,0
1231,1986,4,5,38197.0,1,0,1,1,0,3,5,0,0,0,0,0,0,40,3
1232,1978,2,2,41986.0,0,1,3,3,0,4,4,0,0,0,0,0,0,63,0
1233,1983,2,5,28427.0,1,0,2,2,0,3,8,0,0,0,0,0,0,52,3
1234,1976,4,5,37395.0,1,0,1,1,0,3,6,0,0,0,0,0,0,39,3
1235,1971,2,3,64722.0,1,0,4,8,2,11,6,0,0,0,0,0,0,805,1
1236,1956,3,5,55249.0,0,1,1,2,1,4,3,0,0,0,0,0,0,130,0
1237,1972,2,5,84906.0,0,0,1,5,6,12,2,0,1,1,0,1,0,1631,1
1238,1989,2,3,28691.0,1,0,1,1,0,3,8,0,0,0,0,0,0,34,3
1239,1952,2,4,44213.0,1,1,4,2,1,5,6,0,0,0,0,0,0,152,0
